Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
7.94609E+17,https://twitter.com/NativeBeeBot/status/794608683648880641,Bees collect honeydew from bugs before spring blossoms arrive  https://t.co/OJF4kqt7rl,2016-11-04 18:34 +0000,449,4,0.008908686,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.88085E+17,https://twitter.com/NativeBeeBot/status/788085035790274560,Native bees able to survive unseasonable cold spells better than non-natives https://t.co/X5N3cW5f16,2016-10-17 18:31 +0000,143,4,0.027972028,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.84206E+17,https://twitter.com/NativeBeeBot/status/784205839288590336,Mosquito spraying has risks for pollinators https://t.co/wlAmWZryvU,2016-10-07 01:36 +0000,139,4,0.028776978,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83418E+17,https://twitter.com/NativeBeeBot/status/783417652521803778,Problem-solving spreads both socially and culturally in bumblebees https://t.co/Co7CIlPXXv,2016-10-04 21:24 +0000,176,4,0.022727273,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.83313E+17,https://twitter.com/NativeBeeBot/status/783312612570169344,"As Hawaiian Bees Go On Endangered List, Florida Struggles With Its Own https://t.co/12zaNi0sSe",2016-10-04 14:27 +0000,255,4,0.015686275,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.82987E+17,https://twitter.com/NativeBeeBot/status/782987380676407296,Cities can serve as a refuge for insect pollinators https://t.co/uyeoj7NAUw,2016-10-03 16:55 +0000,381,4,0.010498688,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.78427E+17,https://twitter.com/NativeBeeBot/status/778427027602874368,Minnesota to Neonicotinoid Pesticides: Get Outta Here https://t.co/Bmf3rHqnNB,2016-09-21 02:54 +0000,98,4,0.040816327,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.6564E+17,https://twitter.com/NativeBeeBot/status/765639815672897537,Solitary bees are the primary pollinator found in Iowa (US) corn and soybean fields. https://t.co/lU5YHkoVwS,2016-08-16 20:02 +0000,212,4,0.018867925,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.65626E+17,https://twitter.com/NativeBeeBot/status/765625571036377088,Bees: a pesticide ban is justified - Financial Times https://t.co/B02SJiiJSw,2016-08-16 19:05 +0000,138,4,0.028985507,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.58325E+17,https://twitter.com/NativeBeeBot/status/758324589130870784,Common pesticide appears to reduce live bee sperm https://t.co/wQp2N9awao,2016-07-27 15:34 +0000,329,4,0.012158055,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.5543E+17,https://twitter.com/NativeBeeBot/status/755430239954735104,WATCH: The Secret Buzz Only Bumblebees Know To Unlock Our Favorite Crops https://t.co/8FV9iEMINM,2016-07-19 15:52 +0000,108,4,0.037037037,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.55079E+17,https://twitter.com/NativeBeeBot/status/755079197933002752,Bees and Biodiversity  https://t.co/NqWzZYoquP https://t.co/JHdxOxiAGw,2016-07-18 16:38 +0000,134,4,0.029850746,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.52608E+17,https://twitter.com/NativeBeeBot/status/752607693798387712,"Facebook, Instagram, hashtags and more: How advocates promote pollinators in the digital age https://t.co/Mxln5lNhwr",2016-07-11 20:57 +0000,309,4,0.012944984,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48963E+17,https://twitter.com/NativeBeeBot/status/748963370557018112,"Bumblebees look for pollen with high nutritional value, not just flower-type, while foraging https://t.co/HQDyNslliw",2016-07-01 19:35 +0000,114,4,0.035087719,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.39921E+17,https://twitter.com/NativeBeeBot/status/739920689889710080,'Bee Highway' Protects Endangered Pollinators https://t.co/oF5yCASkl8,2016-06-06 20:43 +0000,180,4,0.022222222,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.37397E+17,https://twitter.com/NativeBeeBot/status/737397027034828800,Eyewitness: How bumblebees find pollen https://t.co/ztvYpVTwX4,2016-05-30 21:35 +0000,122,4,0.032786885,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
